corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
high_risk_470,top_level_public_sample,zai-coding-plugins,case-feedback-skill,/mnt/e/dangerous_skills/zai-coding-plugins,E:\dangerous_skills\zai-coding-plugins,mnt_e_dangerous_skills_zai-coding-plugins_plugins_glm-plan-bug_skills_case-feedback-skill,/mnt/e/dangerous_skills/zai-coding-plugins/plugins/glm-plan-bug/skills/case-feedback-skill,case-feedback-skill,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,safe,1.1999999999999997,4,success,/mnt/e/dangerous_skills/zai-coding-plugins,top_level_public_sample,info,failed,E:\dangerous_skills\zai-coding-plugins,top_level_public_sample,info,failed,E:\dangerous_skills\zai-coding-plugins,top_level_public_sample,high,success,E:\dangerous_skills\zai-coding-plugins,top_level_public_sample,false,ambiguous,no_closed_chain_data_exfiltration,FALSE,risky_data_collection,"Feedback submission tool that collects conversation context and history, then sends to external endpoint. Framed as feedback tool but transmits conversation data externally.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,zero-skills,zero-skills,/mnt/e/dangerous_skills/zero-skills,E:\dangerous_skills\zero-skills,mnt_e_dangerous_skills_zero-skills,/mnt/e/dangerous_skills/zero-skills,zero-skills,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,55,success,/mnt/e/dangerous_skills/zero-skills,top_level_public_sample,high,success,E:\dangerous_skills\zero-skills,top_level_public_sample,high,success,E:\dangerous_skills\zero-skills,top_level_public_sample,high,success,E:\dangerous_skills\zero-skills,top_level_public_sample,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Comprehensive go-zero microservices framework knowledge base. Read-only tools only. Pure documentation and reference material.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,zig-skills,zig,/mnt/e/dangerous_skills/zig-skills,E:\dangerous_skills\zig-skills,mnt_e_dangerous_skills_zig-skills_skills_zig,/mnt/e/dangerous_skills/zig-skills/skills/zig,zig,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,519,success,/mnt/e/dangerous_skills/zig-skills,top_level_public_sample,high,success,E:\dangerous_skills\zig-skills\.adal\skills\zig,top_level_public_sample,low,success,E:\dangerous_skills\zig-skills\.adal\skills\zig,top_level_public_sample,info,success,E:\dangerous_skills\zig-skills\.adal\skills\zig,top_level_public_sample,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Comprehensive Zig language reference for v0.16.0. Pure documentation with no executable code. Covers breaking changes, migration guides, and standard library.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,zscore,zscore,/mnt/e/dangerous_skills/zscore,E:\dangerous_skills\zscore,mnt_e_dangerous_skills_zscore,/mnt/e/dangerous_skills/zscore,zscore,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,37,success,/mnt/e/dangerous_skills/zscore,top_level_public_sample,high,success,E:\dangerous_skills\zscore,top_level_public_sample,high,success,E:\dangerous_skills\zscore,top_level_public_sample,high,success,E:\dangerous_skills\zscore,top_level_public_sample,false,ambiguous,no_closed_chain_crypto_wallet,FALSE,risky_crypto_wallet,ERC-8004 Identity Registry requiring PRIVATE_KEY for on-chain registration. Handles crypto wallet operations and ETH transactions. Has proper user-approval gating at each step.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,zynna-skills,zynna-analyze-video,/mnt/e/dangerous_skills/zynna-skills,E:\dangerous_skills\zynna-skills,mnt_e_dangerous_skills_zynna-skills_skills_zynna-analyze-video,/mnt/e/dangerous_skills/zynna-skills/skills/zynna-analyze-video,zynna-analyze-video,completed,completed_full,medium,25,no_closed_chain,partial,0,llm_decision,"[""network_access"", ""process_spawn""]",,medium,5.75,15,success,/mnt/e/dangerous_skills/zynna-skills,top_level_public_sample,info,failed,E:\dangerous_skills\zynna-skills\skills\zynna-analyze-video\SKILL.md,top_level_public_sample,info,success,E:\dangerous_skills\zynna-skills\skills\zynna-analyze-video\SKILL.md,top_level_public_sample,high,success,E:\dangerous_skills\zynna-skills\skills\zynna-analyze-video\SKILL.md,top_level_public_sample,false,benign,no_closed_chain_api_integration,FALSE,benign_api_tool,TikTok video analysis tool using Zynna API. Standard API integration with API key authentication. No malicious indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_001_find-skills_skills_find-skills-scoped,find-skills-scoped,/mnt/e/sample/001_find-skills/skills/find-skills-scoped,E:\sample\001_find-skills\skills\find-skills-scoped,mnt_e_sample_001_find-skills_skills_find-skills-scoped,/mnt/e/sample/001_find-skills/skills/find-skills-scoped,find-skills-scoped,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,safe,0.7499999999999998,3,success,/mnt/e/sample/001_find-skills/skills/find-skills-scoped,exact_skill_path,info,failed,E:\sample\001_find-skills\skills\find-skills-scoped\SKILL.md,top_level_package_max,low,success,E:\sample\001_find-skills\skills\find-skills-scoped\SKILL.md,top_level_package_max,high,success,E:\sample\001_find-skills\skills\find-skills-scoped\SKILL.md,top_level_package_max,false,benign,no_closed_chain_skill_discovery,FALSE,benign_skill_discovery,Skill discovery tool with project-scoped enforcement. Enforces -a claude-code flag for no global installs.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-animation,blockbench-animation,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-animation,E:\sample\002_blockbench-plugins\skills\blockbench-animation,mnt_e_sample_002_blockbench-plugins_skills_blockbench-animation,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-animation,blockbench-animation,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_3d_animation,FALSE,benign_mcp_tool,Blockbench MCP tools for 3D animation. Uses MCP tools only. No network access or shell commands.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-development,blockbench-plugins,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-development,E:\sample\002_blockbench-plugins\skills\blockbench-development,mnt_e_sample_002_blockbench-plugins_skills_blockbench-development,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-development,blockbench-plugins,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Blockbench plugin development guide. Pure JavaScript API reference documentation.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-hytale,blockbench-hytale,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-hytale,E:\sample\002_blockbench-plugins\skills\blockbench-hytale,mnt_e_sample_002_blockbench-plugins_skills_blockbench-hytale,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-hytale,blockbench-hytale,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_3d_modeling,FALSE,benign_mcp_tool,Blockbench MCP tools for Hytale game models. Uses MCP tools only. No network access.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-mcp-overview,blockbench-mcp-overview,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-mcp-overview,E:\sample\002_blockbench-plugins\skills\blockbench-mcp-overview,mnt_e_sample_002_blockbench-plugins_skills_blockbench-mcp-overview,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-mcp-overview,blockbench-mcp-overview,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Overview of Blockbench MCP server capabilities. Pure documentation and reference.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-modeling,blockbench-modeling,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-modeling,E:\sample\002_blockbench-plugins\skills\blockbench-modeling,mnt_e_sample_002_blockbench-plugins_skills_blockbench-modeling,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-modeling,blockbench-modeling,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_3d_modeling,FALSE,benign_mcp_tool,Blockbench MCP tools for 3D modeling with cubes and meshes. Uses MCP tools only.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-pbr-materials,blockbench-pbr-materials,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-pbr-materials,E:\sample\002_blockbench-plugins\skills\blockbench-pbr-materials,mnt_e_sample_002_blockbench-plugins_skills_blockbench-pbr-materials,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-pbr-materials,blockbench-pbr-materials,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_3d_materials,FALSE,benign_mcp_tool,Blockbench MCP tools for PBR materials. Uses MCP tools only. No network access.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_002_blockbench-plugins_skills_blockbench-texturing,blockbench-texturing,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-texturing,E:\sample\002_blockbench-plugins\skills\blockbench-texturing,mnt_e_sample_002_blockbench-plugins_skills_blockbench-texturing,/mnt/e/sample/002_blockbench-plugins/skills/blockbench-texturing,blockbench-texturing,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,critical,success,E:\sample\002_blockbench-plugins,top_level_package_max,info,failed,E:\sample\002_blockbench-plugins,top_level_package_max,high,success,E:\sample\002_blockbench-plugins,top_level_package_max,false,benign,no_closed_chain_3d_texturing,FALSE,benign_mcp_tool,Blockbench MCP tools for texture painting and UV mapping. Uses MCP tools only.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_004_nodejs-best-practices_.claude_skills_board-game-ui,board-game-ui,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/board-game-ui,E:\sample\004_nodejs-best-practices\.claude\skills\board-game-ui,mnt_e_sample_004_nodejs-best-practices_.claude_skills_board-game-ui,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/board-game-ui,board-game-ui,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,safe,0.0,0,success,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/board-game-ui,exact_skill_path,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,high,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,false,benign,no_closed_chain_game_ui,FALSE,benign_documentation,UI/UX design guide for digital board games. Pure CSS/JS/HTML documentation.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_004_nodejs-best-practices_.claude_skills_boardgame-design,boardgame-design,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/boardgame-design,E:\sample\004_nodejs-best-practices\.claude\skills\boardgame-design,mnt_e_sample_004_nodejs-best-practices_.claude_skills_boardgame-design,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/boardgame-design,boardgame-design,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,low,2.3499999999999996,9,success,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/boardgame-design,exact_skill_path,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,high,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,false,benign,no_closed_chain_game_design,FALSE,benign_documentation,"Board game design methodology documentation. Covers Eurogame principles, balance, playtesting.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_004_nodejs-best-practices_.claude_skills_game-database,game-database,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/game-database,E:\sample\004_nodejs-best-practices\.claude\skills\game-database,mnt_e_sample_004_nodejs-best-practices_.claude_skills_game-database,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/game-database,game-database,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,safe,0.0,0,success,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/game-database,exact_skill_path,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,high,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,false,benign,no_closed_chain_database_design,FALSE,benign_documentation,PostgreSQL database design patterns for multiplayer games. Pure documentation reference.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_004_nodejs-best-practices_.claude_skills_game-state,game-state,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/game-state,E:\sample\004_nodejs-best-practices\.claude\skills\game-state,mnt_e_sample_004_nodejs-best-practices_.claude_skills_game-state,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/game-state,game-state,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,safe,0.0,0,success,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/game-state,exact_skill_path,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,high,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,false,benign,no_closed_chain_game_state,FALSE,benign_documentation,Game state management for turn-based board games. Pure documentation reference.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_004_nodejs-best-practices_.claude_skills_nodejs-best-practices,nodejs-best-practices,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/nodejs-best-practices,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,mnt_e_sample_004_nodejs-best-practices_.claude_skills_nodejs-best-practices,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/nodejs-best-practices,nodejs-best-practices,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,safe,1.35,3,success,/mnt/e/sample/004_nodejs-best-practices/.claude/skills/nodejs-best-practices,exact_skill_path,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,high,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,info,success,E:\sample\004_nodejs-best-practices\.claude\skills\nodejs-best-practices,top_level_package_max,false,benign,no_closed_chain_development_guide,FALSE,benign_documentation,"Node.js best practices for Express, PostgreSQL, and testing. Pure documentation reference.",唐健,reviewed,,,,,,,
